accepted_symbol,synonym_symbol,scientific_name,county,common_name,genus,family,family_common_name,order,subclass,class,division,growth_habit,active_growth_period,fall_conspicuous,foliage_color,foliage_texture,fruit_conspicuous,growth_form,base_age_height,mature_height,leaf_retention,lifespan,shape_orientation,toxicity,coarse_soil,medium_soil,fine_soil,drought_tolerance,moisture_use,minimum_precipitation,maximum_precipitation,minimum_root_depth,shade_tolerance,bloom_period,fruit_seed_abundance,fruit_nut_period_begin,fruit_nut_period_end,fruit_seed_persistence,berry_nut_seed_product,fodder_product,palatable_human
QUAC2,,Quercus acerifolia,"AR(Logan, Montgomery, Polk, Sebastian)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUAL,,Quercus alba,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",white oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,25,100,No,Long,Erect,None,Yes,Yes,No,Medium,Medium,30,80,48,Intermediate,Mid Spring,High,Summer,Fall,No,No,No,No
QUAR2,,Quercus arkansana,"AR(Clark, Hempstead, Howard, Miller, Nevada, Ouachita, Union)",Arkansas oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUCO2,,Quercus coccinea,"AR(Clay, Cross, St. Francis)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUCOC,,Quercus coccinea var. coccinea,"AR(Clay, Cross, St. Francis)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUFA,,Quercus falcata,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",southern red oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,35,75,No,Long,Erect,None,Yes,Yes,Yes,High,Medium,40,80,36,Intermediate,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUIM,,Quercus imbricaria,"AR(Ashley, Boone, Clark, Clay, Craighead, Crawford, Drew, Franklin, Fulton, Hot Spring, Izard, Jefferson, Johnson, Lawrence, Madison, Marion, Pope, Randolph, Saline, Searcy, Washington)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUIN,,Quercus incana,"AR(Clark, Hempstead, Miller, Nevada, Ouachita)",bluejack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QULA3,,Quercus laurifolia,"AR(Ashley, Bradley, Calhoun, Clark, Cleveland, Greene, Little River, Miller, Sevier, Union)",laurel oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,28,70,No,Short,Erect,None,Yes,Yes,No,Low,Medium,40,70,36,Tolerant,Early Spring,Medium,Summer,Fall,No,No,No,No
QULY,,Quercus lyrata,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Grant, Greene, Hempstead, Independence, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Perry, Phillips, Pike, Poinsett, Pope, Prairie, Pulaski, Randolph, Saline, Sevier, St. Francis, Union, White, Woodruff, Yell)",overcup oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,30,80,No,Long,Erect,None,No,Yes,Yes,None,High,36,60,24,Intermediate,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUMA2,,Quercus macrocarpa,"AR(Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Faulkner, Franklin, Fulton, Greene, Hempstead, Independence, Izard, Jackson, Jefferson, Johnson, Lawrence, Logan, Madison, Marion, Miller, Mississippi, Newton, Perry, Poinsett, Pope, Pulaski, Randolph, Searcy, Sebastian, Sharp, Stone, Van Buren, Washington, Yell)",bur oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",Spring and Summer,Yes,Green,Medium,Yes,Single Stem,25,100,No,Long,Erect,None,Yes,Yes,Yes,High,Medium,15,50,28,Intermediate,Mid Spring,Low,Summer,Fall,No,No,No,No
QUMAM,,Quercus macrocarpa var. macrocarpa,"AR(Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Faulkner, Franklin, Fulton, Greene, Hempstead, Independence, Izard, Jackson, Jefferson, Johnson, Lawrence, Logan, Madison, Marion, Miller, Mississippi, Newton, Perry, Poinsett, Pope, Pulaski, Randolph, Searcy, Sebastian, Sharp, Stone, Van Buren, Washington, Yell)",bur oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMA13,,Quercus margaretta,"AR(Ashley, Calhoun, Clark, Cleveland, Conway, Dallas, Drew, Garland, Hempstead, Hot Spring, Jefferson, Little River, Miller, Nevada, Ouachita, Pike, Saline, Union)",sand post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMA3,,Quercus marilandica,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",blackjack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Dark Green,Coarse,No,Single Stem,20,25,No,Long,Erect,None,Yes,Yes,No,High,Low,17,48,24,Intolerant,Mid Spring,Medium,Fall,Fall,No,No,No,No
QUMAM2,,Quercus marilandica var. marilandica,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",blackjack oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUMI,,Quercus michauxii,"AR(Arkansas, Ashley, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleveland, Columbia, Conway, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Little River, Lonoke, Marion, Miller, Mississippi, Nevada, Ouachita, Perry, Phillips, Poinsett, Pope, Prairie, Pulaski, Randolph, Saline, Sevier, St. Francis, Union, White, Woodruff, Yell)",swamp chestnut oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,35,80,No,Moderate,Erect,None,No,Yes,Yes,Low,Medium,40,70,28,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUMU,,Quercus muehlenbergii,"AR(Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Johnson, Lawrence, Lee, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",chinquapin oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,30,70,No,Long,Erect,None,No,Yes,No,High,Medium,20,90,28,Intolerant,Mid Spring,Medium,Summer,Fall,No,No,No,No
QUNI,,Quercus nigra,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Miller, Mississippi, Monroe, Montgomery, Nevada, Ouachita, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Sebastian, Sevier, St. Francis, Union, Van Buren, White, Woodruff, Yell)",water oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,30,90,No,Moderate,Erect,None,No,Yes,Yes,Low,High,35,70,40,Intolerant,Mid Spring,Medium,Summer,Summer,No,No,No,No
QUPA5,,Quercus pagoda,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleveland, Columbia, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Grant, Greene, Hempstead, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Little River, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Phillips, Poinsett, Pope, Prairie, Pulaski, Randolph, St. Francis, Union)",cherrybark oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,60,120,No,Moderate,Erect,None,No,Yes,Yes,Low,Medium,40,70,36,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
QUPA2,,Quercus palustris,"AR(Arkansas, Baxter, Boone, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Crittenden, Cross, Faulkner, Franklin, Fulton, Greene, Independence, Izard, Jackson, Jefferson, Johnson, Lawrence, Lee, Logan, Lonoke, Mississippi, Perry, Phillips, Poinsett, Pope, Pulaski, Randolph, Sebastian, Sharp, St. Francis, Stone, Van Buren, White, Woodruff)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUPH,,Quercus phellos,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Miller, Mississippi, Monroe, Montgomery, Nevada, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Sevier, St. Francis, Union, White, Woodruff, Yell)",willow oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Fine,Yes,Single Stem,60,100,No,Long,Erect,None,No,Yes,Yes,None,High,40,70,12,Intolerant,Mid Spring,High,Summer,Fall,No,No,No,No
QUPR,,Quercus prinoides,"AR(Baxter, Fulton, Independence, Izard, Stone)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QURU,,Quercus rubra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Cross, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lawrence, Lee, Lincoln, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Van Buren, Washington, White, Woodruff, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QURUR,,Quercus rubra var. rubra,"AR(Benton, Garland, Izard, Perry, Stone, White, Yell)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
QUSH,,Quercus shumardii,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",Shumard's oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,Yes,Single Stem,35,100,No,Long,Erect,None,Yes,Yes,No,High,Medium,25,70,40,Intolerant,Early Spring,Medium,Spring,Fall,No,No,No,No
QUSI2,,Quercus similis,"AR(Arkansas, Ashley, Bradley, Calhoun, Desha, Drew, Hempstead, Jefferson, Lee, Ouachita)",bottomland post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSI,,Quercus sinuata,"AR(Hempstead, Little River, Miller, Sevier, Union)",bastard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUSIS,,Quercus sinuata var. sinuata,"AR(Hempstead, Little River, Miller, Sevier, Union)",bastard oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUST,,Quercus stellata,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",post oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Coarse,No,Single Stem,25,60,No,Long,Erect,Moderate,Yes,Yes,No,High,Medium,22,80,36,Intolerant,Early Spring,Medium,Summer,Fall,No,No,No,No
QUTE,,Quercus texana,"AR(Arkansas, Ashley, Bradley, Calhoun, Chicot, Clark, Clay, Cleveland, Columbia, Conway, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Grant, Greene, Hempstead, Hot Spring, Independence, Jackson, Jefferson, Lafayette, Lawrence, Lee, Lonoke, Miller, Mississippi, Monroe, Nevada, Ouachita, Phillips, Poinsett, Pope, Prairie, Pulaski, Randolph, Saline, St. Francis, Union, White, Woodruff)",Nuttall oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Medium,Yes,Single Stem,40,110,No,Long,Erect,None,No,No,Yes,None,Medium,40,65,40,Intolerant,Early Spring,High,Spring,Fall,No,No,No,No
QUVE,,Quercus velutina,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black oak,Quercus,Fagaceae,Beech family,Fagales,Hamamelididae,Magnoliopsida,Magnoliophyta,Tree,Spring and Summer,Yes,Green,Medium,Yes,Single Stem,25,80,No,Moderate,Erect,None,Yes,Yes,Yes,Low,Medium,30,80,40,Intermediate,Early Spring,High,Spring,Fall,No,No,No,No
RHLA,,Rhamnus lanceolata,"AR(Benton, Carroll, Izard, Marion, Randolph, Searcy, Sharp, Washington)",lanceleaf buckthorn,Rhamnus,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHLAG2,,Rhamnus lanceolata ssp. glabrata,"AR(Benton, Carroll, Izard, Marion, Randolph, Searcy, Sharp, Washington)",lanceleaf buckthorn,Rhamnus,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHCO,,Rhus copallinum,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",winged sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Coarse,Yes,Rhizomatous,8,8,No,Moderate,Erect,None,Yes,Yes,Yes,Medium,Low,28,60,14,Intolerant,Mid Spring,High,Summer,Fall,Yes,No,No,No
RHCOL2,,Rhus copallinum var. latifolia,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",winged sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHGL,,Rhus glabra,"AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lee, Little River, Logan, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",smooth sumac,Rhus,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,Yes,Green,Coarse,Yes,Rhizomatous,12,12,No,Short,Erect,None,Yes,Yes,No,Medium,Low,30,60,24,Intolerant,Mid Spring,High,Summer,Fall,Yes,No,No,No
ROHI,,Robinia hispida,"AR(Arkansas, Ashley, Benton, Bradley, Carroll, Clark, Clay, Cleburne, Columbia, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Hempstead, Howard, Jefferson, Lee, Lincoln, Lonoke, Nevada, Newton, Ouachita, Pope, Randolph, Scott, Sebastian, Sevier, Union, Washington, Yell)",bristly locust,Robinia,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,Magnoliophyta,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROHIH,,Robinia hispida var. hispida,"AR(Arkansas, Ashley, Benton, Bradley, Carroll, Clark, Clay, Cleburne, Columbia, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Hempstead, Howard, Jefferson, Lee, Lincoln, Lonoke, Nevada, Newton, Ouachita, Pope, Randolph, Scott, Sebastian, Sevier, Union, Washington, Yell)",bristly locust,Robinia,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,Magnoliophyta,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPS,,Robinia pseudoacacia,"AR(Arkansas, Ashley, Benton, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Cleburne, Cleveland, Conway, Crawford, Crittenden, Cross, Faulkner, Franklin, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Mississippi, Montgomery, Newton, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sevier, St. Francis, Stone, Union, Van Buren, Washington, White, Woodruff, Yell)",black locust,Robinia,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,Magnoliophyta,Tree,Spring,No,Green,Medium,Yes,Multiple Stem,40,60,No,Short,Erect,None,Yes,Yes,Yes,High,Medium,16,65,36,Intolerant,Spring,Medium,Spring,Summer,Yes,No,No,No
SAMI8,,Sabal minor,"AR(Arkansas, Ashley, Bradley, Chicot, Clark, Dallas, Desha, Drew, Grant, Hot Spring, Jefferson, Lafayette, Miller, Ouachita, Sevier)",dwarf palmetto,Sabal,Arecaceae,Palm family,Arecales,Arecidae,Liliopsida,Magnoliophyta,"Tree, Shrub",Spring and Summer,No,Gray-Green,Coarse,No,Bunch,4,9,Yes,Moderate,Erect,None,No,Yes,Yes,None,High,35,80,18,Tolerant,Late Spring,Low,Fall,Winter,No,No,No,No
